,utterance,find_train,book_train,NONE
24401,"I would like to depart on saturday and arrive by 16:30. What is the exact departure time, price, and train ID?",1,0,0
24402,Yes please book those seats. Could you please provide me with the train ID?,1,0,0
24403,"No! The train needs to arrive by 16:30, not 5:58",1,0,0
24404,"All I need is the departure time, price, and train ID. Thanks",1,0,0
24405,"Thanks so much for stepping in. I was about to lose it. Yes, this is all the information I need. Thanks. Goodbye.",0,0,1
24406,Where is the train that arrives at 11:00 and leaves to Cambridge?,1,0,0
24407,I want to depart from Broxbourne on Friday.,1,0,0
24408,Yes. Please book for 6 people.,0,1,0
24409,Thank you. Now I would like to party all night at a good night club. Can you help with that?,0,0,1
24410,I would like one in the west.,0,0,1
24411,Okay are there any good colleges in that area?,0,0,1
24412,What's the entrance fee?,0,0,1
24413,"Yes, I also need the address and postcode please.",0,0,1
24414,Nothing more. Thank you for the train and college information. Goodbye.,0,0,1
24415,Are there any expensive British restaurants?,0,0,1
24416,I'd like for it to be in the West please.,0,0,1
24417,"I am not quite ready to book a table, however I would like the phone number and address of each restaurant including the postcode.",0,0,1
24418,I'm looking for a train that leaves on Sunday and arrive by 12:00.,1,0,0
24419,I will be departing from Cambridge and traveling to Stevenage.,1,0,0
24420,"Yes please! I think that is all I need, thank you.",1,0,0
24421,"Yes, that is all. Thanks again.",0,0,1
24422,Are there any good vegetarian restaurants in the centre?,0,0,1
24423,Are there any other expensive restaurants in the same area?,0,0,1
24424,No it has to be expensive. Are there any mediterranean places in the centre?,0,0,1
24425,Yes. I'd like to book a table for 7 at 12:15 on Saturday at la mimosa please.,1,0,0
24426,"Yes, please see what's available at 11:15.",0,0,1
24427,I am looking for a train that departs from london liverpool street to cambridge.,1,0,0
24428,The train is for Saturday and should arrive by 08:00.,1,0,0
24429,Can I get the train ID please?,1,0,0
24430,"No, thank you. I will go ahead and book at a later time. This was all the info I needed. Thank you so much.",0,0,1
24431,"Hi, I'm looking for a train that will be leaving after 19:30 that goes to Kings Lynn.",1,0,0
24432,I'll be leaving from Cambridge on Friday.,1,0,0
24433,I need to arrive by 18:00 and I am going to ely.,1,0,0
24434,"Yes, please, can you book me for 2 people, and I need th ereference number.",0,1,0
24435,Yes i am looking to go to a sporting events up north. Do you have any suggestions?,0,0,1
24436,Okay then can we search for a park in the north instead then?,0,0,1
24437,"Sounds great, thanks! Is there an entrance fee? If so, what is it?",0,0,1
24438,"I think that's it for today! Thank you very much, good bye.",0,0,1
24439,I am planning a trip in Cambridge,1,0,0
24440,i need info about a restaurant called galleria,0,0,1
24441,Thank you. I'm also looking for a Sunday train.,1,0,0
24442,I need to leave from Norwich and arrive in Cambridge by 11:30.,1,0,0
24443,Sure. What is the price and departure time?,1,0,0
24444,Great. Thanks for being so helpful today. That is all I needed. Bye.,0,0,1
24445,You do the same. Good-bye.,0,0,1
24446,Are there any guesthouses in the east?,0,0,1
24447,It needs to be cheap.,0,0,1
24448,Can I have the address for Leverton House?,0,0,1
24449,Do they have internet and free parking?,0,0,1
24450,That will work can you book that for me?,0,0,1
24451,"I'm sorry, I don't need a room right now. I just need their address.",0,0,1
24452,I'm also looking for a train. Arriving in Cambridge by 09:15.,1,0,0
24453,I need to leave on Saturday from Ely.,1,0,0
24454,It doesn't matter. Just pick one and book it for 7 people.,0,1,0
24455,Thank you. That is all that I need.,0,0,1
24456,Hello! I'd like to eat at an indian restaurant in the centre. Can you help?,0,0,1
24457,"any price range please, need it for monday.",1,0,0
24458,1 person at 14:15.,0,0,1
24459,Could you try Monday at 13:15?,0,0,1
24460,"Yes please, and I am also looking for a train leaving cambridge on tuestday going to london kings cross arriving by 18:45.",1,0,0
24461,No specific time just as long as arrival is by 18:45. Please give me the price options.,1,0,0
24462,Thanks for your help!,0,0,1
24463,I'm looking for an expensive place to eat in the centre.,0,0,1
24464,It doesn't matter to me which type of food they serve. What would you recommend for a person eating alone?,0,0,1
24465,"Yes please, can you book a table for 1 on Monday at 13:00?",0,0,1
24466,Thanks! I also need a train to peterborough and I need it to arrive by 10am and arrive on tuesday to cambridge,1,0,0
24467,I will be departing from Cambridge and traveling to Peterborough.,1,0,0
24468,"Yes, this will be for one person only. Thank you very much",0,1,0
24469,Okay thank you very much.,0,0,1
24470,"Hi, I need to get in from King's Lynn to Cambridge",1,0,0
24471,"I'm looking to leave Friday after 21:15, if you could book me a reservation for that time period that would be great.",1,0,0
24472,I need 2 please.,0,1,0
24473,No thank you. That is all I need.,0,0,1
24474,"I am looking for some where to go, in the centre of town.",0,0,1
24475,"Yes, I would like to visit a park, please.",0,0,1
24476,"Yes, that would be great. I will need a train also.",1,0,0
24477,I need the train to go to Broxbourne.,1,0,0
24478,I'm traveling on Saturday.,1,0,0
24479,"I would like to arrive in Broxbourne by 09:15 from Cambridge. I will need a departure time too, please.",1,0,0
24480,No thank you I can book the train myself.,1,0,0
24481,"No, that's it. You've been great, thanks. Bye!",0,0,1
24482,I need to take a train out of cambridge after 19:00 please.,1,0,0
24483,I need to travel on tuesday to london kings cross.,1,0,0
24484,Yes please for 6 people.,0,1,0
24485,"Yes, I'm looking for a restaurant. I believe it's called Curry Prince.",0,0,1
24486,"Yes, I would like it the same day at 14:00. I would also like the reference number from the train and restaurant please.",0,1,0
24487,The restaurant is for six as well.,0,0,1
24488,Ok thank you! That is all I need.,0,0,1
24489,"No,that's all. Thank you",0,0,1
24490,I would like to get some information about colleges to visit?,0,0,1
24491,"May I please have entrance fees, phone numbers, and post codes?",0,0,1
24492,I would like to know the entrance fee.,0,0,1
24493,I also need a train leaving on Friday. I will be departing from Birmingham New Street and going to Cambridge. I would like to arrive by 16:30.,1,0,0
24494,Yes I need 6 tickets.,0,1,0
24495,That will be all. Thank you for all your help.,0,0,1
24496,I need a train to arrive in cambridge by 19:30 on thursday.,1,0,0
24497,The train should go to london kings cross and should depart from cambridge at 19:30,1,0,0
24498,I need 2 tickets please and the reference number can you help me with that?,0,1,0
24499,I am also looking for a restaurant in the center of town in the expensive price range.,0,0,1
24500,"Any type of cuisine is fine with me. Can you book a table for us at your favorite? We'll need it at 11:30, before we take that train.",0,0,1
24501,That sounds great! I need to get a table for 2 at 11:30 on Thursday.,0,1,0
24502,Thanks for the help. That's all I need today. Have a good day.,0,0,1
24503,"Hi, I am looking for a place to stay in Cambridge. I will need free parking.",1,0,0
24504,How about something expensive with a 4 star rating?,0,0,1
24505,Actually I'm looking for a guesthouse. Do you have one that has 4 stars and free parking?,0,0,1
24506,A moderate priced one is fine. Please give me the postcode phone number and area.,1,0,0
24507,"I'd like to book it myself, may I get the phone number please? I'll also need a train from Norwich arriving by 11:45. Can you help me with that as well?",1,0,0
24508,I would like to leave on Tuesday headed to Cambridge,1,0,0
24509,how much will i need to pay for ticket?,1,0,0
24510,Thank you for that. That is all I needed. Thanks!,0,0,1
24511,I need a train that leaves on wednesday after 12:30.,1,0,0
24512,I am departing from birmingham new street and my destination is cambridge.,1,0,0
24513,"Yes, thank you.",0,1,0
24514,I am also looking for a certain hotel in the area. It is called the Lovell Lodge. Do you have information on that?,0,0,1
24515,"Could you see if they have rooms available for 7 people, for a 4 night stay?",0,0,1
24516,I'd like you begin my stay on Wednesday.,0,1,0
24517,"Ummm, I can swing just 2 nights if that is available.",0,0,1
24518,"Thanks, that is all. Goodbye!",0,0,1
24519,Find me a restaurant in the centre that serves corsica food,0,0,1
24520,"how about just something that's really overpriced? i don't care if the food is good, just want to impress my boss",0,0,1
24521,What about mediterranean food?,0,0,1
24522,Let's book it for La Mimosa for 3 people at 17:30 on Thursday.,0,0,1
24523,Great. Thank you so much. I also need information on a train to London Liverpool street.,1,0,0
24524,on friday and i need to get there by 10:45,1,0,0
24525,"Yes, I actually just needed the train number, so thank you.",1,0,0
24526,"No, that will be it. I will book the train later.",1,0,0
24527,Thanks. You too.,0,0,1
24528,I'm looking for a train that departs from peterborough and arrives by 19:30,1,0,0
24529,I am going to Cambridge on Sunday.,1,0,0
24530,Sure would. What time does it depart and how much does it cost?,0,1,0
24531,Thanks i appreciate your service. Can you also assist me with finding a place to stay? The Hotel should be a moderately priced 4 Star Hotel.,0,1,0
24532,in the south and preferably a 4 star which is moderately priced,0,1,0
24533,"Yes, please. Can you book it for 5 people and 3 nights starting from the day we arrive?",0,0,1
24534,"thanks for the service, that is all I need.",0,0,1
24535,I need a train from Peterborough to Cambridge.,1,0,0
24536,I'd like to leave on Tuesday after 10:15.,1,0,0
24537,Yes. I need 4 tickets.,0,1,0
24538,Great I also am looking to find an attraction in the centre of town.,0,0,1
24539,Do you have any swimming pools?,0,0,1
24540,How much does it cost to get in?,0,0,1
24541,What is the phone number for Parkside Pools? I'll just call them to get the entrance fee myself.,0,0,1
24542,What is the entrance fee to the Parkside Pool?,0,0,1
24543,Are there any attractions in the centre that do list the entrance fee along with the phone number? It doesn't have to be a swimming pool.,0,0,1
24544,"That's all that I needed then today, thank you!",0,0,1
24545,I need to make a train reservation for Friday and I need it to arrive by 19:00,1,0,0
24546,I will be departing from Cambridge.,1,0,0
24547,I will be going to stansted airport.,1,0,0
24548,"That's an early arrival. Is there a later train that arrives before 19:00, please?",1,0,0
24549,"Yes, that would work. Could you book it for 5 people?",0,1,0
24550,No that was all. Thanks!,0,0,1
24551,"Hello, can you help me find a train that leaves after 16:00? The train should also leave Kings Lynn too. Thankyou.",1,0,0
24552,I would like to leave on Friday.,1,0,0
24553,I'm going to Cambridge.,1,0,0
24554,"Yes please, and please send the reference number. I am also looking for a college in the west to visit. Can you please find one for me.",1,0,0
24555,just one ticket,0,1,0
24556,"Thanks, can I have the address and postcode for the college you find.",0,0,1
24557,"Yes, the college should be in the west.",0,0,1
24558,"Churchill College will be fine. I'll need the postcode and address, please?",0,0,1
24559,Thank you very much.,0,0,1
24560,"I still need the address for Churchill College, please.",0,0,1
24561,"No, thank you. That's it.",0,0,1
24562,I'm looking for a train leaving after 16:30 leaving on monday.,1,0,0
24563,I want to go birmingham new street from cambridge.,1,0,0
24564,"Yes, please. I need a booking for 4 people and I want the reference number. Thanks for being so helpful!",0,1,0
24565,"Yes, I'm also looking for information on the Lensfield Hotel.",0,0,1
24566,"Okay, thanks! Can you please book it for the same group of 4 people for 2 nights, starting Saturday?",0,0,1
24567,"No, that's all. good bye.",0,0,1
24568,I need a train on Friday.,1,0,0
24569,I am leaving from Cambridge and going to Ely. I want to leave at 18:15,1,0,0
24570,"Yes, please. I need 7 tickets.",0,1,0
24571,Someone recommended me a place called cafe uno. Do you have any information about it?,0,0,1
24572,Yes book it for me thank you,0,0,1
24573,"Actually, I can make it later. That will be all today. Thank you!",0,0,1
24574,I am planning a trip in Cambridge.,1,0,0
24575,I am looking for an attraction called camboats.,0,0,1
24576,"Yes, I'd like their phone number and postcode, please?",0,0,1
24577,i am are also looking for a train. The train should depart from stansted airport and should leave after 14:45. The train should leave on monday and should go to cambridge.,1,0,0
24578,"Yes, that should work. Can you book me for 1 ticket please?",0,1,0
24579,"Nothing else, you've been great, thanks.",0,0,1
24580,I need to find a guesthouse in the north.,0,0,1
24581,I would prefer that be expensive.,0,0,1
24582,"Yes,but needs to be a 4 star in the north",0,0,1
24583,Doesn't matter. Book one of them for myself and 3 nights starting from wednesday.,1,0,0
24584,"Yes, can you help me find a train?",1,0,0
24585,I will be leaving birmingham new street the same day as my hotel booking.,0,1,0
24586,Wow. You didn't even get the timeframe I am looking for. I can't leave until after 14:30.,0,1,0
24587,The one at 14:40 should be fine. Can you tell me when it arrives?,0,1,0
24588,What is the travel time?,0,1,0
24589,"Yes please, just one ticket would be fine.",0,1,0
24590,No thanks. That was all I needed. Have a good day,0,0,1
24591,I need a train leaving on Saturday.,1,0,0
24592,I am leaving from cambridge.,1,0,0
24593,I am leaving leicester and coming to cambridge.,1,0,0
24594,I would like to arrive by 20:15 so whenever I need to leave to get there on time is fine.,1,0,0
24595,"I don't need to book today, but can I get the departure time and travel time please?",1,0,0
24596,"You know, I'm not ready to book yet. Could you also give me some information on the hobsons house?",0,0,1
24597,"I would like to know how many stars the hotel is, what type of hotel it is, and I need their phone number please.",0,0,1
24598,I would like to try gastropub food. Can you help me find one?,0,0,1
24599,Can I have the reference number?,0,0,1
24600,Is Backstreet Bistro expensive?,0,0,1
24601,OK. Can I get a table on Monday for 7 people at 13:00?,1,0,0
24602,I'm looking for a train that departs from Stansted Airport on Monday and arrives at Cambridge by 08:00.,1,0,0
24603,"Yes please, I will need 7 tickets for this train.",0,1,0
24604,"Nope, that's all for me. Goodbye!",0,0,1
24605,I need a train leaving London King's Cross after 14:45.,1,0,0
24606,I want to depart on Friday.,1,0,0
24607,I actually need a train going to London Kings Cross leaving Cambridge after 14:45. For six people.,0,1,0
24608,Please book tickets and provide me with the total cost of tickets and confirmation number.,0,1,0
24609,Looking for a Chinese restaurant in the center with a moderate price range.,0,0,1
24610,Can you recommend one and give me the phone number?,0,0,1
24611,"No, that is all I need today. Thanks. Goodbye.",0,0,1
24612,I need a train going from Ely to Cambridge please.,1,0,0
24613,I'd like to leave on Friday and arrive by 14:45.,1,0,0
24614,"No time in particular, please reserve any one of them for 3 people.",0,1,0
24615,That is all for now. Thank you.,0,0,1
24616,Can I get a train to Cambridge on Saturday?,1,0,0
24617,I will leave Birminggam New Street.,1,0,0
24618,I would like to arrive by 15:30.,1,0,0
24619,Yes and I will also need the reference number.,0,1,0
24620,"Yes, I was also interested in finding a museum to visit while I'm in town.",0,0,1
24621,Yes that will be perfect how much is it to get in?,0,0,1
24622,"Yes, thank you.",0,0,1
24623,Thank you for all your help! That is all the information I need today.,0,0,1
24624,I am planning a trip and could use some help with the trains.,1,0,0
24625,I would like to leave on Tuesday departing from Cambridge and arriving by 14:15 at London Kings Cross.,1,0,0
24626,"Yes, please book me for 3 people, and can I get the reference number?",0,1,0
24627,I am looking for a college located in the east.,0,0,1
24628,"In that case, can you check and see if there is one in the type of boat?",0,0,1
24629,Great can I get the phone number and entrance fee?,0,0,1
24630,That is all I needed today. Thank you good bye.,0,0,1
24631,Can you help me find a train departing from cambridge going to kings lynn?,1,0,0
24632,I want to leave on Thursday and arrive by 14:00.,1,0,0
24633,I don't have a specific time to leave but I do want to arrive before 14:00. How much will this cost?,1,0,0
24634,No thanks. Not at this time. Can you help me find a room to stay that is moderately priced?,1,0,0
24635,"No, I don't care where it is. I like 3 stars and I absolutely need free wifi.",0,0,1
24636,"Yes, make the reservation please.",0,0,1
24637,Actually I don't need a reservation at this time.,0,0,1
24638,Nope. That should cover it.,0,0,1
24639,I am looking for a place to eat that's expensive and has Chinese food. Can you help me?,0,0,1
24640,I prefer a restaurant in the south.,0,0,1
24641,I would like the postcode on The Good Luck Chinese Food Takeaway,0,0,1
24642,"No, thank you. I also need a train to cambridge on sunday. Can you help with that?",1,0,0
24643,"Yes, I'd like to go to leicester after 19:45.",1,0,0
24644,I'm going to Cambridge. I'll be departing from Leicester.,1,0,0
24645,You book for 5 people please.,0,1,0
24646,"Perfect, thank you so much! I don't need anything further at this time.",0,0,1
24647,I need to dine on british food in the west.,0,0,1
24648,I do not care.,0,0,1
24649,"No, I don't need a reservation right now, just their phone number.",0,0,1
24650,"Yes, I need to see if there's a train from london liverpool street that arrives by 8:00 on Saturday.",1,0,0
24651,"no, i am also looking for a train. The train should arrive by 08:00 and should go to cambridge. The train should depart from london liverpool street and should leave on saturday.",1,0,0
24652,"No thank you, that's all I needed! Thanks!",0,0,1
24653,"Hi, can you help me find a train arriving by 19:00 that leaves on Monday?",1,0,0
24654,I will b departing from Cambridge and arriving in Ely.,1,0,0
24655,"Yes, I will actually need 8 tickets, it will be a group of us.",0,1,0
24656,Could I also find an expensive restaurant in the west?,0,0,1
24657,An Italian restaurant and I need a reservation for 8 at 13:15 on Monday.,0,1,0
24658,No just choose another type of expensive place to dine for me and book a table at 13:15 for 8 people from Monday.,0,1,0
24659,"Thanks, that is all for now. Goodbye.",0,0,1
24660,Hello! Can you give me information about trains going to Cambridge and leaving on Wednesday?,1,0,0
24661,I am looking to depart from steveage and leave after 11:15 please.,1,0,0
24662,Yes please can you book seats for 4 people and give me the reference number?,0,1,0
24663,I also need a place to stay. Can you recommend an expensive hotel in the north?,0,0,1
24664,"Are there any expensive places to stay in the north? It doesn't need to be a hotel, but I would like free parking.",0,0,1
24665,How about one in the east?,0,0,1
24666,"Yes please, book the hotel and give the address with the postcode. Thanks.",0,0,1
24667,I'd like you to book it for Wednesday night for 4 people.,0,1,0
24668,Just one night please.,0,0,1
24669,Please try one in the east.,0,0,1
24670,"Yes, can you try one in the moderate price range please?",0,0,1
24671,"Yes, can I get the post code please?",0,0,1
24672,Alright that's all I needed today thank you so much.,0,0,1
24673,I am looking for information in Cambridge.,1,0,0
24674,"Actually, I need a train",1,0,0
24675,saturday and should depart from cambridge by 12:30,1,0,0
24676,I would like to go to London Liverpool Street. Could you check the price for me?,1,0,0
24677,Thanks. I would also love to try a new nightclub to go to. Can you tell me what my options are?,0,0,1
24678,It doesn't matter to me.,0,0,1
24679,"Yes, please book it for me.",0,0,1
24680,"That's okay, I just need the phone number, area and post code please.",0,0,1
24681,Perfect. Thank you.,0,0,1
24682,No thank you. You have answered everything perfectly for me.,0,0,1
24683,Get me a list of expensive restaurants that serve Danish food please,0,0,1
24684,How about an Indian restaurant?,0,0,1
24685,How about an expensive one?,0,0,1
24686,Which one do you recommend?,0,0,1
24687,"Yes, please. Can you reserve me a table for Tuesday for 1 person at 15:45?",0,0,1
24688,I also need a train going to Leicester on Wednesday.,1,0,0
24689,I would like it to leave after 18:00. No arrival preference.,1,0,0
24690,"Yes, please book 1 train ticket.",0,1,0
24691,"Actually, I'll need the travel time and arrival time for that train, please?",0,1,0
24692,"Yes it is, thanks for your assistance.",0,1,0
24693,That is all the information I need. Thank you.,0,0,1
24694,Can you find a hotel named Worth House for me? Thanks.,0,0,1
24695,Can you tell me if they have free internet?,0,0,1
24696,I would also like a train that leaves on Tuesday and arrive by 14:30.,1,0,0
24697,I will be going from Cambridge to Bishops Stortford.,1,0,0
24698,I need to arrive by 14:30 I don't have a preference on departing time.,1,0,0
24699,Yeah that works for me. Could you book that train for 6 people and then give me the reference number?,0,1,0
24700,"No, that's all I needed. Thank you very much!",0,0,1
24701,"Hello, I'm trying to find a train to take me to London Kings Cross from Cambridge, are there any on that route?",1,0,0
24702,I want to leave on Saturday.,1,0,0
24703,"I would like to arrive in London at or just before 13:15, please.",1,0,0
24704,What is the departure time?,1,0,0
24705,What is the travel time?,1,0,0
24706,No thank you. Could you find me an attraction to go visit?,0,0,1
24707,"No, but I would like something in the east.",0,0,1
24708,That sounds neat. Could you tell me their postcode?,0,0,1
24709,Thank you for your time.,0,0,1
24710,I'd like to find a restaurant that serves Mediterranean food and should be pretty expensive.,0,0,1
24711,"Yes, can we get a reservation at Shiraz for 8 people on Friday at `17:15 and can I also get the reservation number? Thank you.",0,0,1
24712,I am also looking for a train leaving Cambridge after 13:15.,1,0,0
24713,My destination is Birmingham New Street and I would like to travel on Saturday.,1,0,0
24714,i need to book 8 tickets for the train.,0,1,0
24715,Thank you for your help!,0,0,1
24716,That is all. Thank you again!,0,0,1
24717,Thank you for all of your help.,0,0,1
24718,Can you get me information on a hotel called huntingdon marriott hotel?,0,0,1
24719,Sound like a decent enough place. Would you be able to reserve me a room for Monday?,0,0,1
24720,"Just myself, but I need the room for 5 nights starting on Monday, please.",0,0,1
24721,I will also need a train leaving Cambridge.,1,0,0
24722,I need to go to stansted airport on friday.,1,0,0
24723,I need to be in Stansted airport by 15:30 please.,0,1,0
24724,I am all set.,0,1,0
24725,I need a train going to Cambridge that will depart after 10:15 from broxbourne.,1,0,0
24726,Could you just tell me when that one departs?,1,0,0
24727,Great can you get me a booking for 3 people?,0,1,0
24728,Thank you. Yes. I am also looking for an international restaurant.,0,0,1
24729,"I want the one in the east, please book me a table for 3 people.",0,0,1
24730,can you book it for sunday afternoon?,0,1,0
24731,"Actually, I'd like a moderately priced international restaurant in the centre. I need the postcode and address please. Sorry, I keep changing my request!",0,0,1
24732,The Varsity is good. Can I get the postcode please?,0,0,1
24733,"Yes, please make the booking and email me the reference number.",0,1,0
24734,I do not need a reservation for the restaurnt just information.,0,0,1
24735,No that will be all thank you so much for all your help.,0,0,1
24736,It's Sunday and I am bored. Do you have any trains into Cambridge today?,1,0,0
24737,I would like to leave from Kings Lynn after 9:30.,1,0,0
24738,Can you give me the price of a ticket?,1,0,0
24739,Great I also need to find a place to stay that doesn't need to have free parking and is in the cheap price range.,1,0,0
24740,Cheap price range in the centre.,1,0,0
24741,I will take Alexander please.,0,0,1
24742,Yes. Please book it for 2 people for 2 nights on Sunday.,1,0,0
24743,"Actually, let's back up. I need a place with a star rating of 0, in the centre, with free parking. Does the Alexander have 0 stars?",0,0,1
24744,"Yes, that would work for me. Please book it for 2 people for 2 nights starting sunday.",1,0,0
24745,"How about trying just for one night, instead?",0,0,1
24746,"No, that will be all. Thank you for all of your help!",0,0,1
24747,Looking for places to go in town that are theatres.,0,0,1
24748,"No, I have no preference, which one do you recommend?",0,0,1
24749,that sounds good. What area is it in?,0,0,1
24750,"I also need the postcode, if you will.",0,0,1
24751,I need a train as well.,1,0,0
24752,I will be leaving from Leicester going to Cambridge on Saturday.,1,0,0
24753,I would like it to arrive by 10:15 please,1,0,0
24754,Just the one closest to 10:15 is fine.,1,0,0
24755,I don't want to book right now but can I get the ticket price and departure time on TR2969?,1,0,0
24756,"Yes, can you just tell me how long the trip will be?",1,0,0
24757,What is the train departure time?,1,0,0
24758,No that is all the information I need. Goodbye,0,0,1
24759,"Hello, I'm trying to find a train that leaves from Cambridge and arrives here by 13:45 today. Can you help me book a ticket?",1,0,0
24760,That's fine. I don't want to book yet. Is the train you found going to Ely and leaving on Wednesday?,1,0,0
24761,Could I have the departure time for that particular train please?,1,0,0
24762,Thank you very much.,1,0,0
24763,Are there any restaurants that serve cantonese food in the east part of town?,0,0,1
24764,"Try anything with Indian food, that would work as well. I will need the address if you find one, thanks!",0,0,1
24765,"No nothing in particular, could you tell me the address of the first one listed?",0,0,1
24766,"No, that is all I needed, thank you.",0,0,1
24767,Im looking for a the Kymmoy restaurant in Cambridge,1,0,0
24768,Yes i'd like to book a table of 8 at 15:15 on monday,1,0,0
24769,Yes please. I would also like a train that will depart from bishops stortford and go to cambridge.,1,0,0
24770,The train should arrive by 08:00 and should be on the same day as the restaurant booking.,1,0,0
24771,"That's too late. I need something that arrives by 8:00, please.",1,0,0
24772,"No, I am just looking for information. Could you give me the ticket price?",1,0,0
24773,"Thank you that's all the information I needed, thanks for your help.",0,0,1
24774,"I need to take a train from cambridge, I will be leaving after 18:00 on Wednesday.",1,0,0
24775,Yes 18:15 would work I have to get there by 21:00 is that an option?,1,0,0
24776,What is the price and travel time?,1,0,0
24777,No but I do need information on adc theatre.,0,0,1
24778,Excellent. Thanks for your assistance!,0,0,1
24779,"No at this time, thank you.",0,0,1
24780,Thank you for your help.,0,0,1
24781,What can you tell me about the the good luck chinese food takeaway?,0,0,1
24782,No I would like a reservation for 5 people at 17:30 on Tuesday.,1,0,0
24783,Thanks so much.,0,0,1
24784,I would also like a train from leicester on tuesday too.,1,0,0
24785,It should arrive in Cambridge by 11:15 on the same day that I made the restaurant reservation for.,0,1,0
24786,"No, I think that that is all I need. Thank you very much!",0,0,1
24787,I am looking for a restaurant named The lucky star in Cambridge.,1,0,0
24788,Can you book a table for me? Just for 1 on Saturday at 12:45.,1,0,0
24789,Great. I'll also need a train to get me there from London King's Cross station.,1,0,0
24790,As long it arrives by 08:45 going to cambridge I should be good yes ticket for 1 please.,0,1,0
24791,That is wonderful. I believe that should be all I need! Thank you.,0,0,1
24792,"Hello, I need to book a ticket going to Cambridge arriving by 16:30, can you help me with that?",1,0,0
24793,I'm departing from broxbourne on Friday.,1,0,0
24794,"Thanks, could you let me know the departure and arrival time?",1,0,0
24795,Excellent. I'm also looking for a particular attraction. It's called saint catharine's college. Any information?,0,0,1
24796,What is the postcode for Saint Catherine's College? I want to be able to enter the address into my GPS to get there.,0,0,1
24797,"No thanks, that's everything I need.",0,0,1
24798,"Could you just confirm the entrance fee, attraction type, and postcode for Saint Catharine's?",0,0,1
24799,Thank you so much for all your help. That is all I needed for now.,0,0,1
24800,"I'm looking for information on a hotel, the carolina bed and breakfast.",0,0,1
24801,Can you book it for me?,0,0,1
24802,I would like to book it for 2 nights starting Tuesday for 5 people,1,0,0
24803,"Yeah, I need a train to get to Cambridge by 13:45.",1,0,0
24804,I want the train same day as the hotel. Leaving Broxbourne.,1,0,0
24805,Looking for hotel with 4 star in the center of town.,0,0,1
24806,Can you book it for me and get a reference number ?,0,0,1
24807,"I actually need to book a specific hotel called, the archway house.",0,0,1
24808,Please book that for 8 people for two nights starting on saturday.,1,0,0
24809,"Great, I also need to book a train on Saturday for Norwich to Cambridge leaving after 19:00.",1,0,0
24810,Yes what is the price of the ticket and when does the train arrive please?,1,0,0
24811,Great thank you. That will be all for today. Goodbye,0,0,1
24812,I am planning a trip in Cambridge.,1,0,0
24813,I am looking for a hotel that includes free wifi.,0,0,1
24814,I prefer the hotel has at least a two star rating.,0,0,1
24815,Which of those have free parking?,0,0,1
24816,"Thank you. I believe I'll try the Lovell. Could you give me their phone number, please?",0,0,1
24817,Thanks very much. Can you also help me find a train? I'd like to travel from london liverpool street to cambridge on Thursday and I'd like to get there by 08:45.,1,0,0
24818,"Could you book 2 tickets on that train please? Also, what is the reference number?",0,1,0
24819,"Thank you, that is all I need for now.",0,0,1
24820,I am looking for information in Cambridge,1,0,0
24821,Let's start with a moderately priced place to eat.,0,0,1
24822,"Never mind, I don't want a restaurant. I want to go to a mulitple sports centre in the centre of town.",0,0,1
24823,Okay can you check for colleges in the centre?,0,0,1
24824,Yes please and can I get the phone number and post code.,0,0,1
24825,Thank you. I am also looking for a train that goes from cambridge to broxbourne.,1,0,0
24826,I'll be traveling on Wednesday. I'd like to arrive by 12:00.,1,0,0
24827,Sounds great. I would like to book it for 4 people please.,0,1,0
24828,Thanks. That is all for now.,0,0,1
24829,I appreciate that.,0,0,1
24830,"Yes, I am looking for a train that will be leaving after 13:30 on Tuesday.",1,0,0
24831,The train should go to cambridge and should depart from london liverpool street.,1,0,0
24832,"Could you book that for 8 people, please?",0,1,0
24833,"Thanks, that's all I need. Good bye.",0,0,1
24834,I am planning a trip in Cambridge.,1,0,0
24835,"I need a train from Norwich to Cambridge on Friday, please. I need to get there at about 10:30.",1,0,0
24836,Can you book it for me and get a reference number ?,1,0,0
24837,I need 3 tickets.,0,1,0
24838,"Yes, I'd like to stay at The Lensfield Hotel once we get to town for 4 nights.",0,0,1
24839,"I'd like to stay on Friday, 4 nights, 3 people. I also need a reference number.",0,1,0
24840,That is all. Thanks so much!,0,0,1
24841,I would like a guesthouse with free wifi please.,0,0,1
24842,I'm looking for something expensive in the north.,0,0,1
24843,"OK, how about a moderately priced one?",0,0,1
24844,"Are there any expensive hotels in the north? I plan on staying with 4 other people for 4 nights, starting wednesday.",1,0,0
24845,No parking preference. Can you please recommend one.,0,0,1
24846,Can you check for moderate price range instead?,0,0,1
24847,"Sure, I need it for 5 people and 4 nights from Wednesday.",1,0,0
24848,"I also need a train on Wednesday, leaving from Kings Lynn.",1,0,0
24849,"Yes, I would like to arrive in Cambridge by 18:45 please.",1,0,0
24850,thanks that's all i need,0,0,1
24851,i am looking for a train from cambridge that should arrive by 08:00,1,0,0
24852,I am trying to get to london liverpool street on saturday.,1,0,0
24853,"No, that will be all. Thanks, goodbye.",0,0,1
24854,I'm sorry I also needed a place to stay!,0,0,1
24855,"I'd like a hotel with free parking, please.",0,0,1
24856,Free parking within the hotel would be great and free wifi.,0,0,1
24857,"Does Ashley Hotel have free wifi, I'm going to need a place with free wifi?",0,0,1
24858,Can I get address and postcode for the hotel?,0,0,1
